selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-083088, 1007870.76246436, -892849.69405425, 1097986.66203044, 7.65, 6.87, 1.69
04-1-083090, 1025494.90237222, -887716.48492135, 1085761.67164229, 2.09, 1.70, 1.44
04-1-083091, 1021464.06286420, -886756.45802682, 1090336.14652761, 1.18, 1.02, 1.33
04-1-083092, 1014577.91741897, -889510.37197767, 1094514.37068224, 1.64, 1.36, 1.49
04-1-083095, 1020997.96843839, -888666.88543966, 1089216.72552695, 1.33, 1.15, 1.59
04-1-083096, 1029858.89752494, -889232.69289378, 1080377.07726404, 1.19, 0.99, 1.54
04-1-083099, 1022510.63851579, -875191.01375871, 1098668.03155368, 1.50, 1.15, 1.75
04-1-083100, 1020543.19142859, -872304.15539460, 1102785.48000509, 1.84, 1.59, 1.21
04-1-083101, 1028927.98228377, -865364.13770841, 1100459.39336335, 4.86, 4.76, 1.61
04-1-083102, 1027301.52841530, -871030.11879381, 1097504.83455410, 1.86, 1.61, 1.38
04-1-083103, 1031724.98555503, -867562.80551601, 1096100.85880208, 1.33, 1.10, 1.18
04-1-083108, 1029312.32115614, -872982.10157563, 1094064.51173811, 1.10, 0.95, 1.83
04-1-083139, 1024911.13742871, -862933.03430423, 1106102.39068591, 2.31, 2.13, 1.26
04-1-084011, 1014447.40011954, -861318.94894503, 1116953.40125671, 1.38, 1.14, 1.29
04-1-084013, 1008350.32205838, -849982.46190402, 1131069.49497383, 1.44, 1.30, 2.80
04-1-084017, 1011556.32576364, -857315.94836835, 1122640.60343497, 1.21, 1.08, 1.95
04-1-084024, 1011152.03032709, -866386.63101593, 1116021.74582858, 1.10, 0.95, 1.47
04-1-084026, 1001879.85979036, -862513.48728687, 1127326.92276672, 1.54, 1.53, 1.86
04-1-084031, 1004858.21134759, -864405.95970360, 1123219.06675244, 1.07, 1.02, 2.97
04-1-084032, 1006661.79716621, -863331.74637446, 1122429.98972235, 1.29, 1.18, 1.84
04-1-084033, 1009181.35067664, -864056.85407392, 1119605.96388835, 1.15, 0.95, 1.40
04-1-084034, 1008533.72634220, -860821.36275870, 1122677.63149025, 1.30, 1.08, 1.41
04-1-084036, 1005371.67515312, -877536.13891010, 1112527.24897261, 1.58, 1.57, 2.51
04-1-084042, 997415.66506057, -872679.53613749, 1123455.01836906, 1.42, 1.27, 1.80
04-1-084043, 998365.45860327, -874372.30381607, 1121293.11305620, 2.09, 2.01, 1.83
04-1-084050, 995095.69797605, -867954.97451002, 1129157.86057259, 1.19, 0.99, 2.18
04-1-084052, 988974.12588346, -877373.47541423, 1127255.39385385, 1.58, 1.43, 1.68
04-1-084062, 988935.89924136, -889785.77632421, 1117517.70430844, 1.17, 1.10, 2.21
04-1-084063, 988050.73958019, -885718.23498516, 1121524.72296860, 1.21, 1.05, 2.15
04-1-084068, 980248.45304673, -891957.46329205, 1123424.94808381, 2.79, 2.58, 1.62
04-1-084069, 977885.45667604, -889838.50112262, 1127158.47844983, 1.17, 0.93, 1.70
04-1-084070, 977008.11528903, -888635.00681279, 1128867.45339132, 1.31, 1.09, 1.72
04-1-084072, 974308.83583472, -894762.39438867, 1126357.54092661, 1.16, 1.06, 1.83
04-1-084076, 986032.34070740, -890511.04526652, 1119503.93538272, 1.66, 1.31, 1.75
04-1-084077, 986417.86466159, -887738.29585568, 1121364.91578242, 1.36, 1.11, 2.08
04-1-084106, 963731.98002937, -910973.76107805, 1122455.45002729, 6.64, 5.76, 2.37
04-1-084108, 964116.56015875, -914976.41648700, 1118863.78782239, 1.43, 1.25, 1.71
04-1-084109, 967534.86866946, -913386.10967754, 1117211.19424973, 3.18, 2.98, 1.88
04-1-084110, 968035.58248597, -911242.22016347, 1118527.37437784, 1.13, 0.98, 1.50
04-1-084113, 962115.14475274, -922860.91866241, 1114100.95280589, 4.45, 4.07, 1.08
04-1-084114, 958003.51328318, -920041.34348248, 1119960.69342635, 1.35, 1.22, 1.89
04-1-084115, 955743.75946407, -918929.89720269, 1122800.28066996, 1.23, 1.05, 1.34
04-1-084125, 959135.52559399, -927067.90821811, 1113176.93880876, 1.56, 1.27, 1.57
04-1-084135, 950967.68820121, -929112.84923082, 1118467.04439220, 1.33, 1.08, 1.44
04-1-084140, 932061.75521310, -932680.12706113, 1131338.77554617, 1.14, 1.00, 1.80
04-1-084143, 927331.69589791, -950172.55839489, 1120618.93391840, 3.17, 2.90, 1.03
04-1-084161, 907638.68608763, -971554.01385573, 1118406.71210340, 2.44, 2.15, 0.87
04-1-084166, 919651.50845021, -956093.40246125, 1121911.43535278, 1.19, 0.94, 1.54
04-1-084171, 904989.82562060, -961494.37271059, 1129194.73376786, 3.40, 3.21, 1.63
04-1-084172, 900002.66236235, -969094.67444383, 1126680.73548157, 2.47, 2.32, 1.20
04-1-084173, 896400.75577975, -968397.63024157, 1130146.21831868, 1.24, 1.13, 1.27
04-1-084174, 911706.06064029, -967952.72627649, 1118221.05984714, 1.45, 1.29, 1.24
04-1-084180, 884558.93800838, -1006270.00525982, 1106135.12813937, 1.36, 1.22, 1.48
04-1-084185, 828888.63793194, -1031703.66217276, 1125650.89586721, 3.11, 2.94, 2.76
04-1-084186, 832926.29642325, -1035766.27659977, 1118919.46313633, 1.41, 1.31, 2.19
04-1-084187, 840103.47473574, -1039183.21769402, 1110352.71504150, 1.70, 1.60, 1.64
04-1-084189, 814178.20248966, -1047441.07790803, 1121846.60399788, 1.47, 1.30, 1.82
04-1-084191, 801689.23482848, -1054313.05399329, 1124400.78038903, 3.98, 3.87, 0.38
04-1-084193, 799677.10436490, -1068755.99119511, 1112131.25126449, 1.75, 1.69, 1.02
04-1-084198, 769427.89938010, -1058793.46697340, 1142582.97814644, 1.72, 1.55, 1.42
04-1-084200, 766907.72165004, -1058118.96265847, 1144899.80668009, 2.07, 1.95, 1.78
04-1-084202, 780362.90398234, -1065762.27655572, 1128602.35156543, 1.09, 1.01, 1.65
04-1-084206, 786632.22118720, -1058043.35615651, 1131509.06540034, 1.82, 1.68, 1.49
04-1-084209, 767408.73679908, -1085375.86999328, 1118750.11129420, 1.82, 1.69, 1.29
04-1-084212, 745124.58949656, -1091779.59662320, 1127548.41072339, 1.47, 1.42, 2.06
04-1-084213, 748804.91856860, -1099313.59175949, 1117747.54792857, 1.28, 1.15, 1.50
04-1-084214, 732851.25732085, -1119615.54146466, 1108128.52772323, 1.52, 1.21, 1.47
04-1-084216, 731156.91818847, -1122363.03590833, 1106467.14212930, 1.17, 1.07, 1.14
04-1-084219, 712904.57418085, -1113838.16940838, 1126805.37826237, 1.15, 0.96, 1.63
04-1-084220, 711862.68516743, -1119857.52817179, 1121485.35169354, 1.24, 0.97, 1.38
04-1-084227, 707782.21923258, -1127951.64753685, 1115942.72745384, 1.47, 1.29, 1.95
04-1-084228, 713376.78850122, -1132998.52456506, 1107233.78785199, 1.62, 1.37, 1.94
04-1-084232, 700403.88918496, -1132325.84039670, 1116168.15184116, 1.18, 1.11, 1.73
04-1-084242, 697640.08997355, -1141797.34909054, 1108221.94459030, 2.48, 2.40, 1.87
04-1-084246, 684716.71946501, -1141680.30491242, 1116372.63288750, 1.41, 1.18, 1.63
04-1-084247, 681726.92766193, -1139443.70980522, 1120479.89195967, 1.17, 1.13, 2.56
04-1-084255, 670925.37921826, -1141418.35576227, 1124980.90323783, 1.35, 1.12, 1.66
04-1-084259, 647027.64093008, -1158004.38343671, 1122024.88377656, 1.46, 1.38, 2.45
04-1-084260, 645541.23838014, -1156434.09450004, 1124497.86777410, 1.01, 1.00, 3.00
04-1-084261, 644174.63959306, -1170007.36259993, 1111161.80872415, 2.16, 2.08, 2.28
04-1-084262, 651975.58995680, -1168535.68339478, 1108156.55335047, 1.22, 1.06, 1.53
04-1-084265, 622787.29616198, -1163443.00126719, 1130086.33587954, 1.11, 1.06, 1.65
04-1-084266, 619745.68509178, -1164297.21448118, 1130878.43827773, 1.08, 0.93, 1.52
04-1-084267, 621748.46830398, -1165312.36809962, 1128731.45030858, 1.15, 1.07, 1.71
04-1-084268, 622682.34305552, -1180023.54707078, 1112820.68996105, 1.07, 0.97, 1.92
04-1-084269, 621855.32286871, -1186874.70201717, 1105976.11146513, 1.26, 1.17, 2.70
04-1-084272, 612691.52315599, -1180387.75152428, 1117968.07356215, 2.01, 1.94, 2.70
04-1-084273, 610028.05574673, -1180441.35607832, 1119367.11407020, 1.40, 1.32, 1.05
04-1-084274, 611164.69610226, -1184617.15447149, 1114324.31166608, 1.31, 1.19, 1.35
04-1-084275, 608309.94178497, -1177469.38845495, 1123424.94808381, 1.11, 1.02, 1.94
04-1-084276, 604572.69965967, -1176724.84293241, 1126219.00838687, 1.54, 1.42, 1.66
04-1-084282, 599487.58621477, -1195480.89834842, 1109053.11669841, 1.27, 0.87, 1.95
04-1-084286, 586644.59000446, -1184381.91756344, 1127672.98378885, 1.48, 1.25, 1.88
04-1-084290, 590802.24680486, -1200933.24693548, 1107822.54967812, 1.29, 1.20, 1.97
04-1-084292, 581124.70152275, -1186799.76839708, 1127988.98532421, 2.32, 2.26, 2.00
04-1-084294, 578822.04536158, -1205933.52672987, 1108714.62915950, 1.64, 1.62, 3.01
04-1-084296, 576338.64335137, -1206043.11151921, 1109888.52653632, 1.29, 1.16, 2.07
04-1-084302, 560407.91705188, -1212833.85440460, 1110646.55409165, 1.33, 1.22, 1.66
04-1-084303, 551071.56215035, -1210727.80738690, 1117594.32255595, 2.31, 2.08, 1.10
04-1-084304, 547425.65035158, -1213881.81532215, 1115963.64446488, 1.17, 0.95, 1.46
04-1-084305, 540359.94543248, -1204941.77506816, 1129019.57824822, 1.34, 1.17, 1.65
04-1-084307, 541657.49297183, -1222262.01427167, 1109613.21584416, 1.28, 1.24, 1.33
04-1-084311, 522946.90858287, -1217602.02997746, 1123623.86384341, 1.23, 1.10, 1.57
04-1-084313, 515772.80624996, -1218868.17782287, 1125565.43009449, 1.22, 1.14, 2.80
04-1-084315, 507743.83344475, -1224592.82456621, 1122999.27587678, 1.21, 0.98, 1.42
04-1-084323, 471023.99991699, -1246134.17582148, 1115277.88795076, 1.26, 1.16, 1.58
04-1-084324, 466866.46002962, -1234809.22609334, 1129531.16099299, 1.80, 1.73, 0.47
04-1-084326, 454434.30522678, -1243952.41159096, 1124557.96646064, 2.30, 2.23, 2.86
04-1-084327, 460447.86166754, -1256533.80142735, 1108002.40638562, 1.32, 1.20, 1.82
04-1-084335, 414980.69582769, -1262839.47659308, 1118743.15124093, 1.11, 0.99, 2.09
04-1-084338, 412747.93030145, -1267672.08963245, 1114093.97233750, 1.44, 1.29, 1.57
04-1-084342, 399261.51741962, -1261840.34777872, 1125570.04998599, 1.51, 1.45, 2.20
04-1-084343, 388729.12349681, -1270444.63283000, 1119561.90693452, 1.51, 1.34, 1.10
04-1-084344, 379001.92557475, -1275156.37341663, 1117538.60056178, 1.22, 1.11, 1.94
04-1-084349, 361908.71602220, -1278617.56834913, 1119248.83523554, 1.05, 0.99, 2.02
04-1-084352, 380722.67413351, -1271352.32416119, 1121281.53166391, 1.29, 1.20, 1.02
04-1-084353, 381997.00850220, -1268916.08783188, 1123605.36111965, 1.09, 1.04, 1.90
04-1-084354, 374999.87990229, -1265653.90206250, 1129625.62394238, 2.18, 2.07, 0.72
04-1-084355, 370326.36943771, -1265843.30684416, 1130954.40342082, 1.43, 1.33, 1.49
04-1-084357, 368817.27224782, -1253214.34383601, 1145419.74319258, 1.07, 0.97, 1.69
04-1-084360, 376763.42207328, -1257492.22120618, 1138121.87282100, 1.83, 1.74, 1.56
04-1-084367, 378886.12327253, -1260734.41063756, 1133822.21332354, 1.20, 1.08, 1.33
04-1-084368, 379758.04274549, -1262915.95009436, 1131099.41736674, 1.41, 1.34, 1.00
04-1-084371, 384589.94799958, -1261479.73802092, 1131069.49497383, 1.57, 1.40, 1.56
04-1-084373, 383195.02799728, -1262827.98603428, 1130037.96759523, 1.37, 1.28, 1.26
04-1-084374, 385063.49300894, -1264140.25647582, 1127933.63204978, 1.13, 1.06, 1.61
04-1-084375, 387124.56216375, -1264884.97814234, 1126392.17213162, 1.13, 1.10, 2.48
04-1-084379, 347371.20150171, -1285452.24384455, 1116021.74582858, 1.52, 1.45, 1.25
04-1-085219, 352275.34372414, -1254772.52532179, 1148915.46769186, 1.40, 1.29, 1.26
04-1-085220, 350643.04377820, -1256116.18309947, 1147946.14438378, 1.16, 1.10, 1.62
04-1-085223, 378144.12033584, -1243136.61600245, 1153333.05606378, 1.10, 1.01, 1.88
04-1-085225, 391221.89849171, -1246408.22668674, 1145412.90310008, 5.38, 4.66, 1.01
04-1-085229, 407095.33472840, -1236296.42836402, 1150827.21972360, 1.34, 1.26, 1.57
04-1-085230, 437899.78725588, -1235836.76928683, 1139960.53265012, 1.42, 1.27, 1.79
04-1-085231, 444965.91137580, -1237905.92156325, 1134968.29342152, 1.48, 1.42, 1.24
04-1-085232, 439443.26014884, -1222877.00792185, 1153265.01924139, 1.13, 1.08, 2.87
04-1-085234, 460349.74390738, -1224675.74455466, 1143156.24215760, 1.15, 0.98, 1.50
04-1-085236, 488550.61707702, -1218194.40927286, 1138367.00398861, 1.22, 1.13, 1.54
04-1-085238, 500838.53853479, -1199880.46065592, 1152391.59943765, 1.20, 1.13, 1.95
04-1-085239, 501657.99854498, -1205096.65333867, 1146577.54583272, 1.25, 1.06, 2.23
04-1-085241, 516473.76252007, -1205197.84687497, 1139873.57304058, 1.61, 1.58, 1.57
04-1-085243, 524023.62190264, -1189920.06589903, 1152409.75371562, 1.18, 1.14, 1.72
04-1-085246, 537818.26961558, -1192133.86189183, 1143733.85199468, 1.76, 1.66, 0.35
04-1-085248, 545083.62981184, -1184661.07256900, 1148050.84366975, 2.16, 2.11, 2.06
04-1-085250, 558603.96043358, -1192545.94548444, 1133293.67036817, 1.27, 1.12, 2.15
04-1-085255, 568237.64824718, -1187279.48521632, 1134033.57935247, 5.68, 5.32, 0.89
04-1-085258, 585223.08069741, -1161263.01504961, 1152189.61794356, 1.14, 1.02, 1.76
04-1-085263, 593324.75042210, -1167637.54955946, 1141554.66509288, 1.14, 1.01, 1.87
04-1-085264, 591324.27235461, -1173522.54875715, 1136547.04807272, 1.11, 1.01, 1.77
04-1-085274, 622475.87248553, -1140375.16754547, 1153528.07742986, 1.09, 0.94, 1.95
04-1-085276, 606031.51240103, -1142471.91429978, 1160190.71320758, 1.02, 0.99, 0.14
04-1-085277, 608435.97738280, -1144446.20165656, 1156981.98470854, 1.92, 1.82, 1.70
04-1-085278, 612977.26033874, -1151969.34528562, 1147076.39929947, 1.07, 0.96, 1.54
04-1-085283, 624009.87166667, -1158621.41525401, 1134357.46401976, 1.07, 1.02, 1.56
04-1-085292, 623762.98469956, -1148446.07717873, 1144792.60424388, 1.13, 1.05, 2.41
04-1-085293, 633559.77080835, -1127652.48415934, 1159983.03943745, 1.12, 0.99, 1.28
04-1-085300, 636097.66864195, -1137090.68386729, 1149331.67215147, 1.36, 1.23, 1.40
04-1-085305, 654371.09904356, -1134318.21774348, 1141787.81112420, 1.25, 1.20, 2.57
04-1-085306, 659763.87970995, -1128417.50742125, 1144527.98654087, 1.18, 1.04, 1.59
04-1-085310, 680043.99649025, -1126521.49514630, 1134481.48676429, 1.38, 1.14, 1.73
04-1-085311, 688939.14133110, -1121301.16255108, 1134286.26122490, 1.33, 1.21, 1.23
04-1-085319, 671352.96746582, -1122326.87851503, 1143777.22080724, 1.04, 1.02, 0.26
04-1-085330, 678900.38210705, -1117209.83785805, 1144331.77416695, 1.16, 1.00, 2.18
04-1-085331, 673817.14159669, -1113832.41415016, 1150611.39090437, 2.25, 1.98, 2.26
04-1-085335, 674730.16423158, -1112358.59839879, 1151501.76467269, 1.90, 1.49, 1.63
04-1-085343, 680456.82817459, -1112582.81807624, 1147909.72550637, 1.46, 1.41, 1.12
04-1-085347, 686888.97528292, -1103404.50369084, 1152927.05617899, 4.43, 3.93, 1.93
04-1-085348, 688149.73145790, -1099560.87889462, 1155843.66620183, 1.88, 1.77, 1.82
04-1-085349, 689542.66928371, -1100163.38232723, 1154439.34419415, 2.62, 2.27, 2.61
04-1-085355, 675064.89780202, -1100958.71167929, 1162211.71003093, 1.65, 1.50, 1.55
04-1-085356, 676931.78957667, -1101413.46237055, 1160693.97222931, 1.31, 1.17, 1.56
04-1-085358, 678938.23931079, -1100325.35054684, 1160554.07032397, 1.76, 1.61, 1.51
04-1-085359, 682066.71491348, -1106562.04916604, 1152763.71722595, 1.30, 1.25, 3.01
04-1-085365, 665277.26834685, -1109750.39825294, 1159490.82350763, 2.24, 2.11, 1.44
04-1-085367, 670231.49778576, -1111230.84532909, 1155211.88868755, 1.67, 1.62, 1.67
04-1-085379, 700300.48424974, -1102008.44016983, 1146174.24048616, 1.36, 1.31, 2.54
04-1-085380, 702965.71322075, -1103095.22394261, 1143494.15956141, 1.16, 1.03, 1.65
04-1-085383, 707705.49962072, -1103932.06064831, 1139756.85621073, 1.12, 1.02, 2.08
04-1-085391, 717190.83771417, -1094522.63478125, 1142898.18630110, 1.05, 0.95, 1.52
04-1-085393, 719060.85089719, -1104722.19960835, 1131856.49019630, 1.29, 1.05, 1.61
04-1-085402, 763020.07141361, -1070663.04429504, 1135799.17952111, 1.12, 0.99, 2.62
04-1-085403, 763641.82384824, -1071575.05310101, 1134520.52887610, 1.14, 1.12, 2.94
04-1-085404, 790220.77281045, -1018636.34590236, 1164684.45727826, 1.59, 1.49, 1.12
04-1-085405, 793611.97411559, -1019769.89624833, 1161382.00143020, 1.09, 0.98, 1.76
04-1-085406, 784848.01199251, -1030372.19608372, 1157974.73876117, 1.67, 1.56, 2.06
04-1-085411, 784358.37074641, -1032493.08695195, 1156416.33144663, 1.11, 1.06, 1.78
04-1-085414, 786306.56102068, -1031502.49120004, 1155977.23279654, 2.07, 1.93, 2.39
04-1-085417, 808635.22865944, -1019402.83855852, 1151297.38977804, 1.41, 1.40, 1.04
04-1-085419, 829456.67751589, -1018102.28621537, 1137553.56573980, 6.03, 5.68, 1.05
04-1-085424, 868340.85629691, -986326.62860927, 1136530.99341013, 1.42, 1.19, 1.75
04-1-085425, 885553.73575450, -972972.02009711, 1134759.35299050, 1.61, 1.48, 1.77
04-1-085429, 877471.07971159, -963685.94167078, 1148874.52321647, 1.22, 1.07, 1.75
04-1-085435, 886971.58346806, -955832.42167928, 1148139.60465916, 1.87, 1.68, 1.71
04-1-085436, 890642.60148240, -953761.43371705, 1147019.46102874, 3.54, 3.03, 1.86
04-1-085437, 882622.32509980, -951078.91904180, 1155415.71782182, 1.09, 0.93, 1.57
04-1-085445, 909279.37610857, -950343.57601184, 1135172.61406213, 1.14, 0.92, 1.90
04-1-085446, 913726.83100318, -950564.66843839, 1131410.11548487, 1.29, 1.17, 1.44
04-1-085449, 905096.90391331, -952507.14461245, 1136700.70554600, 1.37, 1.09, 1.63
04-1-085450, 898666.66499734, -954475.96300614, 1140145.87718679, 1.09, 0.98, 1.75
04-1-085454, 874461.67441820, -940571.84350179, 1170128.26099764, 1.31, 1.20, 0.35
04-1-085455, 873020.19250263, -944659.43491237, 1167909.69493095, 1.19, 1.06, 1.87
04-1-085458, 871749.56225010, -939987.83110153, 1172618.58167854, 1.62, 1.57, 1.46
04-1-085460, 884948.96772538, -935578.30683076, 1166240.67683711, 1.10, 0.94, 1.52
04-1-085462, 886540.56978543, -937883.76262847, 1163176.09411576, 1.80, 1.63, 1.30
04-1-085463, 887099.26072182, -941103.56481435, 1160145.56928021, 1.35, 1.24, 1.38
04-1-085468, 891486.61326156, -933963.81786944, 1162549.76895021, 1.77, 1.62, 2.13
04-1-085472, 894462.21769680, -940033.18028830, 1155350.04265806, 6.86, 4.93, 1.50
04-1-085473, 890923.86724466, -945260.15889036, 1153818.29366170, 1.37, 1.31, 0.89
04-1-085474, 897206.09019184, -939758.75862073, 1153444.17607368, 1.31, 1.26, 3.12
04-1-085481, 892907.26372097, -947033.30920173, 1150827.21972360, 1.06, 0.99, 1.45
04-1-085486, 902588.50166681, -950897.13052171, 1140038.33436619, 1.45, 1.37, 1.40
04-1-085490, 907601.24987323, -939093.90200006, 1145827.81187003, 2.79, 2.59, 1.15
04-1-085491, 910037.32877104, -941844.75265210, 1141630.09865060, 1.94, 1.72, 1.77
04-1-085493, 909360.15092162, -944404.01878757, 1140054.35186823, 1.29, 1.08, 1.51
04-1-085498, 882888.77554471, -955036.81397325, 1151942.20947623, 1.09, 0.93, 1.75
04-1-085500, 920702.06385465, -942523.59393510, 1132482.11663119, 1.08, 0.94, 1.38
04-1-085503, 910301.59064716, -926588.38467967, 1153838.69732384, 1.47, 1.31, 1.45
04-1-085504, 908258.90134411, -926641.90104396, 1155404.39472889, 1.03, 0.97, 2.81
04-1-085505, 912480.09563356, -922891.01970326, 1155080.51703059, 1.61, 1.49, 1.63
04-1-085507, 913360.66763013, -920241.21377529, 1156497.79908811, 1.71, 1.49, 1.69
04-1-085512, 913073.58295249, -925556.84493441, 1152475.56108985, 1.11, 0.93, 1.82
04-1-085513, 918199.22805111, -931597.75723273, 1143501.00844962, 1.13, 1.02, 1.75
04-1-085516, 908860.58345561, -932157.40027345, 1150484.15067578, 5.75, 4.93, 1.55
04-1-085524, 932137.24377718, -929278.31247116, 1134072.63291829, 3.13, 3.05, 0.50
04-1-085527, 935884.78268432, -925036.60522002, 1134453.92702522, 4.05, 3.55, 2.80
04-1-085528, 939251.40202506, -922516.55128400, 1133723.41265453, 2.13, 2.00, 0.94
04-1-085530, 945297.17840098, -912575.95842087, 1136739.69079089, 1.21, 1.10, 1.53
04-1-085534, 925145.80272120, -916627.31565684, 1149981.89894410, 1.27, 1.16, 1.52
04-1-085535, 923347.34125740, -917467.84494115, 1150756.79484935, 1.24, 1.19, 0.75
04-1-085538, 924564.76657981, -919768.49227492, 1147939.31591245, 7.20, 6.11, 2.16
04-1-085546, 953481.31745145, -903271.49312218, 1137335.81100038, 1.12, 1.04, 1.45
04-1-085548, 958004.00854312, -896986.22111948, 1138509.02444255, 2.35, 2.00, 1.55
04-1-085553, 962117.82793774, -898068.83023015, 1134178.30226707, 2.04, 1.99, 2.36
04-1-085557, 959298.34597642, -880236.98089332, 1150429.61578478, 1.19, 1.10, 1.19
04-1-085558, 963604.78757785, -883723.94160667, 1144140.09998261, 1.15, 1.02, 1.64
04-1-085563, 960905.64631940, -866722.90706851, 1159314.66877384, 1.15, 1.07, 2.25
04-1-085564, 963732.62200772, -870310.52134733, 1154269.37484726, 1.48, 1.18, 1.65
04-1-085573, 972121.40152860, -885493.29991933, 1135535.27311486, 1.03, 0.98, 2.84
04-1-085574, 970967.76975609, -885248.99793954, 1136712.17189838, 1.03, 0.99, 1.40
04-1-085575, 985549.06950863, -871388.34414520, 1134871.86293369, 1.21, 1.05, 1.70
04-1-085577, 990644.97357679, -864286.03860647, 1135865.72260852, 6.40, 5.86, 2.02
04-1-085581, 984933.95125859, -862791.21013180, 1141952.36300707, 1.34, 1.15, 2.07
04-1-085588, 973149.73676829, -876227.95869354, 1141824.37976755, 1.05, 0.96, 1.82
04-1-085594, 973025.21802176, -862617.53841595, 1152246.35712633, 1.87, 1.47, 1.88
04-1-085595, 979491.24585926, -853983.11183190, 1153199.24730768, 1.92, 1.75, 1.60
04-1-085597, 973125.36887907, -860434.00056423, 1153793.35546580, 1.41, 1.23, 2.01
